1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	1
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	1
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
1	0
0	1
0.3333333333	0.5
	
1	0
0.3333333333	0.5
	
0.6666666667	0
0	0.5

