B2,GN
19.3423475550793,94.4093279104691
97.447017508577,96.2255161789091
95.1757676341068,97.4155044216413
95.0977529248357,95.1282299726506
92.7134750811526,95.95781548226
100.420650617369,101.713291854341
97.758363702852,99.5532540419083
95.2627624148263,97.9066546235522
95.2909409392137,96.8367581704643
94.1129653076887,96.0007266030366
103.917041620964,96.6705975382469
93.0568090160726,94.6772979959613
95.5336320531916,95.6618197154682
41.4587987552692,97.6686642053771
102.157236786432,95.5218148644355
94.4008949446933,92.3316924617281
34.0872959504461,96.2346419109654
92.1771933236267,95.1282299726506
95.4258897218093,106.045191045744
30.3973006664692,105.273019201834
103.178498164495,94.2960859409211
98.2801044766031,98.9861552226204
101.871775364678,95.5777446328103
95.2668420495843,98.8013930113251
26.6236208125949,95.6602991703573
100.545778821038,100.705234420795
21.0393715948743,95.5777446328103
97.9965639302811,93.6465188886766
95.3150268352813,94.2954472315736
96.354024318563,93.4651256249024
