1	0.6666666667
0	0.8333333333
0.6666666667	0.7083333333
0.4166666667	0.75
0.1666666667	0.7916666667
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0	0.875
0.7083333333	0.7083333333
0.4583333333	0.75
0.1666666667	0.8333333333
0.2916666667	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.3333333333	0.7916666667
0.0416666667	0.875
	
1	0.6666666667
0	0.875
0.7083333333	0.7083333333
0.4583333333	0.75
0.1666666667	0.8333333333
0.2916666667	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.0416666667	0.875
0.3333333333	0.7916666667
	
1	0.6666666667
0.25	0.8333333333
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0.0833333333	0.875
0.75	0.7083333333
0.5	0.75
0.2916666667	0.8333333333
0.3333333333	0.7916666667
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0	0.875
0.7083333333	0.7083333333
0.4583333333	0.75
0.1666666667	0.8333333333
0.2916666667	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.2916666667	0.8333333333
0.0416666667	0.875
0.5	0.75
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.0416666667	0.875
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.8333333333
0.3333333333	0.7916666667
0.75	0.7083333333
0.5	0.75
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.3333333333	0.7916666667
0.0416666667	0.875
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0.25	0.8333333333
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
	
1	0.6666666667
0.25	0.8333333333
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.0416666667	0.875
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.875
0.2916666667	0.8333333333
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.3333333333	0.7916666667
0.0416666667	0.875
	
1	0.6666666667
0	0.8333333333
0.6666666667	0.7083333333
0.25	0.7916666667
0.4166666667	0.75
	
1	0.6666666667
0	0.875
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.3333333333	0.7916666667
0.0416666667	0.875
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.2916666667	0.8333333333
0.0416666667	0.875
0.5	0.75
0.3333333333	0.7916666667
	
1	0.6666666667
0	0.9166666667
0.75	0.7083333333
0.5	0.75
0.2083333333	0.8333333333
0.3333333333	0.7916666667
0.0416666667	0.875
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333
	
1	0.6666666667
0.25	0.875
0.75	0.7083333333
0.5	0.75
0.3333333333	0.7916666667
0.2916666667	0.8333333333

