B2,GN
4.342333003045285,5.014094460177901
4.083859208799556,5.694549379990086
6.65864011972275,7.359959924126549
7.069128929017684,6.330170929885758
5.518062167532084,6.6918020489197545
5.7811057729392115,4.033473318618624
7.459710304079498,21.671175722913457
6.598644075003496,6.274533608158112
5.812688895700414,6.178072878019561
7.320026797784033,7.286272846929743
5.919248597861618,6.183708715955338
6.040911013196985,5.824256731301939
7.527916328903812,79.1595948760667
5.199072468161348,5.189868544532333
7.1836285551294665,6.833897054848487
6.349957989791426,7.921259655458425
5.232362275754459,6.501053494206618
6.476514124952051,5.548545262426299
6.427490330900582,4.0202757517545535
5.891976989844615,4.7862115253074204
8.091678235223977,6.731303747093773
6.8711413764435605,5.740874086447955
6.053470912598049,5.634390342281348
5.1577951118666165,8.00985140668204
10.337435360330211,6.387392672128551
6.778394572073594,9.089282920097201
7.0034998454164965,8.790845899464522
10.261580783108473,6.3629036393526714
8.65502884194944,5.6962826585658854
6.835020527177822,5.309710085857795
