B2,GN
24.10443706380161,2.000014347974211
6.2172748941013705,0.5000075473406316
8.746479220053208,8.422414612285639
37.158933745823134,6.387521541392907
7.2067376739577975,4.1654088636497315
4.060217457927621,1.727848847577661E-11
8.506266101895084,20.522553863630836
36.987965633732934,6.705748515770762
9.382321349190928,7.600190567137851
11.381671266931018,46.10389161450699
0.7071067811947069,2.239466210354946
21.93334942323864,10.233037026900814
12.62371420401541,90.82063287413747
6.843269706172411,6.813594458468124
7.5957498084669695,12.64296386670734
12.417930641507867,11.836739533241236
21.953208072091503,6.483650399097842
9.381025517080204,5.048950855578203
17.41343227697264,6.3410969179446885
10.764852116356332,6.2340571710501465
10.158333333334676,16.60951002059607
35.105946006750344,9.558158963829566
7.713764982549424,2.600049482262802
56.728473366201264,9.522278810219232
12.633300351759939,7.720188047728612
7.7088027382325945,11.096917360499459
8.249132015694364,13.78430727577137
14.371567075052868,10.121052669417981
18.023106376006993,10.266162942527972
12.644694836047709,7.8993714588226975
