B2,GN
8.789197915623474,19.1049731745428
14.035668847618199,19.1049731745428
14.035668847618199,19.1049731745428
9.233092656309694,19.1049731745428
14.035668847618199,19.1049731745428
9.233092656309694,19.1049731745428
9.233092656309694,19.1049731745428
9.233092656309694,19.1049731745428
14.035668847618199,19.1049731745428
14.035668847618199,19.1049731745428
14.035668847618199,19.1049731745428
14.035668847618199,19.1049731745428
8.602325267042627,19.1049731745428
14.035668847618199,19.1049731745428
9.233092656309694,19.1049731745428
14.035668847618199,19.1049731745428
9.233092656309694,19.1049731745428
14.035668847618199,19.1049731745428
9.233092656309694,19.1049731745428
14.035668847618199,19.1049731745428
14.035668847618199,19.1049731745428
9.233092656309694,19.1049731745428
17.204650534085253,19.1049731745428
9.233092656309694,19.1049731745428
9.233092656309694,19.1049731745428
9.233092656309694,19.1049731745428
9.233092656309694,19.1049731745428
0.0,19.1049731745428
9.233092656309694,19.1049731745428
9.233092656309694,19.1049731745428
